Tarih;Saat;Toplam;Benzin;LPG;FuelOil;Hibrit;Motorin;Elektrik;Yenilenebilir;EndustriyelYakýt;CNG;ÝthalDizel;Biyoyakit;YurtDisiYakýt;"AtikYagYakiti
AtikYagYakiti"
23.07.2023;08:00;33159,88;7322,83;3123,02;5055,43;1404,49;9088,57;2321,13;1323,99;89,45;1018,35;546,46;933,09;652,34;70,98
23.07.2023;09:00;33619,14;7676,05;3666,81;5052,08;1434,35;8911,33;1900,81;1444,81;88,23;988,26;550,74;937,61;688,34;67,76
23.07.2023;10:00;34280,94;7795,89;4521,1;5077,32;1517,44;8634,47;1658,7;1487,04;97,14;947,48;533,87;943,16;790,43;67,15
23.07.2023;11:00;35092,54;7388,04;5424,65;5057,01;1709,88;8758,06;1729,54;1508,62;86,43;912,16;543,4;940,31;752,22;68,05
23.07.2023;12:00;35244,54;7193,54;5459,08;5047,33;1612,26;9070,14;1962,5;1507,68;86,24;878,89;545,87;921,2;681,55;68,51
23.07.2023;13:00;36273,63;7254,67;5837,45;5037,8;1603,39;9151,42;2491,32;1501,91;87,52;844,48;539,18;886,8;760,88;67,06
23.07.2023;14:00;37062,07;7213,73;6341,45;4950,65;1475,62;9153,11;3076,1;1473,96;88,71;815,8;538,17;902,76;755,89;64,16
23.07.2023;15:00;38003,89;7400,58;6357,27;5046,42;1458,37;9316,17;3683,06;1419,32;87,62;820,62;537,44;892,27;713,82;61,18
23.07.2023;16:00;38610,35;7793,04;6544,36;4541,79;1453,36;9228,46;4377,06;1326,85;89,33;819,62;536,61;896,09;731,54;62,49
23.07.2023;17:00;40792,15;8949,62;6490,61;5019,37;1569,3;9359,22;5028,78;1130,21;94,23;812,14;533,15;901,79;632,26;59,51
23.07.2023;18:00;42319,65;10600,65;6756,45;5111,26;1682,83;9225,2;5185,84;573,07;96,63;814,36;541,87;912,48;544,64;62,41
23.07.2023;19:00;43628,15;11326,64;7549,59;5202,12;1749,61;9247,13;5449,4;82,54;98,23;826,77;539,19;914,19;370,7;57,87
23.07.2023;20:00;45260,45;11547,23;8751,71;4834,94;1771,32;9371,04;5912;0,07;98,16;870,83;541,95;900,83;389,36;61,26
23.07.2023;21:00;45706,34;11372,5;8845,16;5112,89;1828,92;9355,13;6110,99;0;98,76;894,29;538,05;904,58;375,49;62,04
23.07.2023;22:00;44779,63;10374,99;9112,24;5253,13;1784,19;9337,54;5775,42;0;97,63;918,34;537,24;917,12;393,99;65,84
23.07.2023;23:00;42311,64;10063,25;8260,98;5262,44;1615,41;8601,14;5777,01;0;99,14;912,24;533,1;910,73;0;66,45
24.07.2023;00:00;41988,83;9941,1;7628,05;5219,52;1439,69;9206,25;5342,35;0;97,64;939,22;535,21;917,77;442,4;69,88
24.07.2023;01:00;40075,03;9440,87;6616,76;5055,96;1339,48;9199,73;5220,76;0;98,45;954,46;538,92;907,94;425,22;68,94
24.07.2023;02:00;38711,53;8558,27;5904,81;5012,36;1368,6;9372,66;5242,3;0;98,74;998,72;530,65;908,38;442,98;65,52
24.07.2023;03:00;37722,69;7903,99;5501,06;4962,45;1260,45;9512,35;5367,46;0;98,04;1007,39;533,99;903,51;403,09;59,16
24.07.2023;04:00;36985,96;7405,49;5079,74;4899,77;1314,14;9744,35;5268,82;0,77;97,24;1017,62;539,4;917,1;430,81;58,75
24.07.2023;05:00;36116,42;6891,77;4350,43;4989,41;1332,05;9917,64;5551,09;9,99;97,13;1031,59;529,47;920,29;222,86;60,74
24.07.2023;06:00;35202,44;6795,91;3292,35;5054,2;1197,79;9816,76;5754,97;132,54;94,55;1021,94;535,66;921,76;309,09;65,17
24.07.2023;07:00;36707,21;6986,48;3895,37;5153,9;1320,07;9844,88;5694,29;695,02;91,23;1009,11;543,03;920,69;277,83;63,35
24.07.2023;08:00;41768,43;9748,85;5313,4;5199,6;1454,59;9892,79;5745,16;1236,66;91,55;974,04;539,39;899,19;399,26;64,2
24.07.2023;09:00;43915,9;11481,91;5354,97;5308,18;1499;9879,93;5814,8;1439,9;91,76;936,22;523,04;902,26;411,02;63,49
24.07.2023;10:00;44206,51;11960,18;5365,22;5259,76;1425,88;9888,07;5772,31;1496,89;90,74;911,59;511,49;896,11;354,93;63,59
24.07.2023;11:00;45088,64;11911,4;6049,63;5365,34;1521,64;9896,07;5829,5;1524,74;89,72;892,32;523,98;905,84;315,63;50,87
24.07.2023;12:00;43906,12;10880,16;5939,76;5391,74;1490,89;9887,21;5847,37;1492,7;90,03;881,75;535,07;918,91;288,63;52,15
24.07.2023;13:00;45135,13;12153,81;5883,7;5412,23;1560,27;9884,18;5890,6;1356,84;90,13;872,28;530,82;911,9;325,55;52,07
24.07.2023;14:00;46774,68;13449,81;6146,16;5317,44;1552,61;9871,97;6098,76;1382,64;90,54;838,19;528,6;914,79;322,01;51,41
24.07.2023;15:00;47371,11;13743,68;6220,26;5375,23;1702,79;9898,05;6260,31;1262,21;93,95;855,76;540,44;919,62;236,54;52,52
24.07.2023;16:00;48175,38;13946,3;6735,03;5344,14;1645,47;9897,68;6408,5;1294,95;96,25;837,37;540,01;924,23;243,64;52,06
24.07.2023;17:00;48576,12;13631,03;7402,96;5354,21;1712,3;9886,24;6659,02;1036,29;95,77;848,79;520,51;914,67;253,39;53,4
24.07.2023;18:00;48223,51;13410,07;7694,42;5301,99;1653,58;9878,29;6760,26;495,97;98,57;869,41;517,58;915,37;365,71;52,54
24.07.2023;19:00;48558,08;13655,9;8173,73;5270,3;1832,06;9857,21;6602,03;79,36;98,47;886,52;520,89;924,66;391,42;55,78
24.07.2023;20:00;49597,27;13805,87;8927,17;5258,36;1946,05;9870,93;6695,67;0,28;99,17;909,46;520,26;934,52;362,78;57
24.07.2023;21:00;48865,35;13163,39;8829,33;5273,21;1918,27;9856,95;6687,3;0,01;97,88;920,21;527,94;923,51;398,3;57,09
24.07.2023;22:00;47958,58;12856,15;8645,38;5342,32;1864,07;9852,06;6188,93;0;98,08;947,74;529,48;925,05;443,4;53,96
24.07.2023;23:00;45062,24;11667,81;8611,2;5302,53;1864,32;9230,55;5612,36;0;98,28;958,68;528,32;922,57;0;53,66
25.07.2023;00:00;43911,85;11361,74;7279,51;5284,84;1686,8;9906,69;5228,22;0;96,65;983,82;518,26;922,67;381,87;51,03
25.07.2023;01:00;42160,22;11025,43;6394,2;5162,22;1541,42;9902,65;4935,03;0;97,25;1015,14;490,63;921,49;410,01;50,58
25.07.2023;02:00;40553,02;10466,9;5723,6;5123,08;1483,89;9904,15;4662,08;0;97,85;1030,67;458,69;916,28;421,26;50,4
25.07.2023;03:00;39428,41;10094,98;5156,01;5107;1415,54;9906,46;4552,99;0;97,85;1039,8;455,57;914,02;422,71;53,52
25.07.2023;04:00;38701,54;9936,97;4734,4;5113,39;1395,23;9903,77;4390,98;0,62;97,15;1053,46;448,92;918,2;443,84;52,65
25.07.2023;05:00;37431,62;9565,36;4060,61;5221,81;1410,37;9883,7;4080,33;9,91;94,82;1060,24;450,58;936,26;390,06;55,61
25.07.2023;06:00;36595,66;9740,22;2825,96;5374,17;1401,3;9902,95;4029,47;219,06;92,97;1063,64;457,25;905,86;315,72;57,34
25.07.2023;07:00;37428,85;9529,92;3386,49;5339,98;1477,33;9863,67;3897,33;876,27;90,56;1058,07;451,89;879,91;307,54;55,72
25.07.2023;08:00;41563,78;12550,24;4115,1;5275,73;1544,49;9989,39;3614,93;1322,04;87,86;1032,25;448,65;887,01;433,28;55,27
25.07.2023;09:00;42901,09;13516,65;4941,13;5076,39;1571,41;9810,58;3364,17;1442,58;87,84;1007,89;439,48;874,13;501,32;59,98
25.07.2023;10:00;43346,88;13320,8;5434,17;5099,75;1557,83;9836,93;3477,49;1497,8;86,54;984,2;452,06;880,46;444,86;62,03
25.07.2023;11:00;43485,99;12923,68;6084,5;5113,24;1604,15;9496,34;3709,07;1512,6;86,74;954,56;449,14;886,31;396,46;59,45
25.07.2023;12:00;42224,85;12794,39;5993,67;5103,57;1471,49;8371,28;3916,61;1505,66;85,93;933,66;446,09;889;445,23;58,52
25.07.2023;13:00;43636,26;13424,32;6535,88;5121,63;1491,77;8544,29;3976,65;1504,98;87,43;912,98;440,25;874,77;448,76;62,8
25.07.2023;14:00;45475,03;13855,13;6629,57;5144,78;1588,24;9761,34;3977,53;1487,16;88,03;893,27;418,69;867,77;489,28;62,28
25.07.2023;15:00;46352,47;14675,61;6768,36;5162,92;1597,47;9832,75;3950,76;1417,13;88,73;878,6;431,62;852,18;424,17;60,21
25.07.2023;16:00;47448,82;15187,67;7382,03;5130,44;1654,08;9818,87;4035,81;1329,42;90,15;870,66;446,13;846,21;385,15;62,45
25.07.2023;17:00;48099,68;14792,53;8200,72;5137,44;1841,66;9831,56;4225,68;1141,57;93,3;862,65;446,97;844,13;412,05;61,88
25.07.2023;18:00;47927,08;14959,59;8448,74;5146,03;1757,98;9812,42;4241;590,58;97,7;860,69;440,14;867,61;433,74;63,32
25.07.2023;19:00;48456,27;15038,77;9378,51;5186,98;1906,14;9823,4;4051,65;82,72;99,88;873,34;442,37;889,2;406,02;65,33
25.07.2023;20:00;49603,36;15093,35;10599,65;5214,59;1938,02;9828,72;3866,02;0,17;99,26;899,95;434,21;897,42;457,6;64,65
25.07.2023;21:00;49316,3;14589,41;10990,95;5302,02;1928,07;9840,94;3626,55;0;99,36;926,91;434,79;916,67;381,72;66,95
25.07.2023;22:00;48001,2;14393,29;10180,03;5382,08;1727,06;9818,89;3369,85;0;99,16;946,85;446,71;921,48;440,92;65,13
25.07.2023;23:00;45385,87;14190,78;8685,74;5350,88;1582,35;9820,47;3065,61;0;99,26;962,82;449,93;902,08;0;63,99
26.07.2023;00:00;43903,02;13808,34;7280;5372,28;1645,43;9911,02;2795,24;0;97,95;998,23;327,62;917,84;472,83;66,49
26.07.2023;01:00;42167,31;13443,11;6267,55;5418,29;1547,94;9918,29;2491,72;0;98,35;1017,88;318,08;919,79;449,21;65,14
26.07.2023;02:00;40672,62;13194,19;5283,83;5439,32;1417,17;9890,11;2339,67;0;96,97;1040,39;327,14;924,31;451,77;58
26.07.2023;03:00;39473,21;12191,93;4977,41;5439,44;1407,39;9882,73;2408,02;0;96,86;1060,23;338,73;935,56;464,87;60,29
26.07.2023;04:00;38906,07;12323,59;4342,8;5441,11;1288,47;9946,86;2425,75;0,85;95,76;1077,16;330,11;938,18;423,27;62,41
26.07.2023;05:00;37634,2;11856,95;3462,11;5455,71;1266,72;9937,85;2506,54;12,08;95,65;1090,72;333,91;928,59;411,18;64,23
26.07.2023;06:00;36677,41;11448,07;2740,13;5427,04;1341,19;9890,25;2487,87;217,6;93,23;1091,51;332,9;910,05;424,98;62,84
26.07.2023;07:00;37580,36;11213,16;3206,22;5433,71;1425,15;9886,76;2460,48;853,76;91,34;1085,41;343,55;921,27;384,06;65,74
26.07.2023;08:00;41614,56;13506,8;4555,92;5391,75;1515,85;9903,29;2324,19;1321,69;87,32;1043,09;341,14;908,18;437,96;67,63
26.07.2023;09:00;43612,82;14944,85;5391,92;5354,66;1549,78;9883,89;2016,91;1431,68;85,8;1008,5;344,68;907,47;412,19;66,32
26.07.2023;10:00;44154,56;15135,85;5937,48;5336,07;1568,76;9882,92;1863,64;1481,41;84,9;969,19;342,49;912,76;365,98;63,36
26.07.2023;11:00;45059,37;15043,14;6796,58;5307,29;1686,48;9886,6;1958,53;1489,12;95,2;927,01;349,8;931,06;314,93;61,67
26.07.2023;12:00;43889;14297,35;6373,62;5298,03;1592,18;9885,65;2120,8;1474,5;84,6;886,69;370,62;922,79;307,45;64,97
26.07.2023;13:00;45583,46;14743,33;7486,36;5256,19;1722,19;9879,39;2173,94;1495,57;85,2;859,91;388,51;890,52;325,19;65,2
26.07.2023;14:00;47641,7;14879,82;9463,82;5215,69;1619,83;9874,08;2327,11;1471,28;85,7;826,64;393,42;901,56;305,76;67,24
26.07.2023;15:00;48275,92;14389,25;10170,94;5174,81;1817,76;9866,86;2631,23;1415,75;88,2;793,9;387,8;895,53;365,45;64,27
26.07.2023;16:00;49435,44;14442,29;11476,43;5105;1800,17;9741,33;2771,5;1325,54;91,09;809,3;352,44;887,34;356,63;66,63
26.07.2023;17:00;49855,74;14496,61;11986,05;5140,07;1834,61;9814,57;2808,74;1127,11;96,59;818,24;336,94;876,12;246,27;64,07
26.07.2023;18:00;49614,7;14522,65;12237,37;5128,57;1934,98;9813,71;2657,72;564,89;96,38;835,98;366,49;875,76;307,71;60,53
26.07.2023;19:00;50008,79;14844,11;12721,5;5184,14;2028,57;9800,62;2511,07;74,09;98,08;858,13;377,57;900,21;333,76;64,98
26.07.2023;20:00;50979,24;14761,66;13310,39;5207,66;2096,56;9853,61;2900,33;0,19;98,12;892,7;367,98;917,81;303,83;63,06
26.07.2023;21:00;50533,12;14815,31;12475,03;5257,89;2030,92;9876,76;3138,02;0;97,82;929,12;377,25;952,74;310,51;62
26.07.2023;22:00;49276,49;14854,65;11026,47;5290,89;1913,08;9841,22;3220,63;0;98,23;950,61;408,58;958,11;441,61;64,87
26.07.2023;23:00;46506,66;14625,66;9005,17;5145,58;1819,72;9854,54;3378,07;0;97,77;962,58;404,72;937,62;0;65,48
27.07.2023;00:00;45288,38;13839,05;8075,37;5394,53;1654,13;9908,01;3163,76;0;98,07;1007,58;391,47;931,25;549,2;66,21
27.07.2023;01:00;43078,95;13217,43;6781,25;5404,7;1592,31;9933,94;2946,76;0;96,56;1022,72;395,07;925,99;489,38;67,5
27.07.2023;02:00;41504,16;12476,48;5614,24;5457,16;1403,37;9931,48;3435,63;0;96,76;1031,5;398,38;933,4;446,97;69,04
27.07.2023;03:00;40222,89;12198,73;4947,65;5364,11;1319,93;9919,57;3269,05;0;96,67;1041,41;397,07;936,42;452,67;67,65
27.07.2023;04:00;39423,29;11871,62;4583,59;5319,22;1313,27;9905,05;3261,06;0,86;96,27;1043,99;405,16;935,91;414,86;62,68
27.07.2023;05:00;38276,76;11721,73;3758,76;5287,65;1345,23;9889,65;3186,79;12,71;95,73;1051,81;403,16;933,77;317,99;62,03
27.07.2023;06:00;37057,07;11547,97;2875,89;5304,88;1336,97;9899,1;2865,03;207,94;93,47;1029,82;396,79;931,08;295,75;60,42
27.07.2023;07:00;38257,25;11655,45;3324,23;5281,47;1380,51;9867,04;2887,06;854,95;92,68;1045,74;398,04;930,47;268,53;61,33
27.07.2023;08:00;42745,6;13709,15;5077,06;5265,23;1502,2;9811,2;2993,24;1284,78;90,76;1011,64;408,54;932,45;383,94;65,66
27.07.2023;09:00;44969,94;14340,01;6225,81;5273,29;1575,63;9847,01;3308,31;1405,91;88,56;988,79;404,6;907,21;333,85;61,21
27.07.2023;10:00;45461,77;14514,01;6497,14;5253,06;1581,48;9835,09;3407,07;1476,39;88,66;958,58;397,82;918,23;265,1;61,6
27.07.2023;11:00;45884,55;14166,49;6949,45;5205,27;1614,84;9820,47;3867,84;1504,57;86,65;918,87;405,83;909,32;178,35;62,3
27.07.2023;12:00;44333,66;12859,73;6503,18;5229,98;1441,58;9814,8;4331,83;1496,38;87,85;894,89;394,62;905,12;195,16;61,52
27.07.2023;13:00;45586,12;13338,22;6873,3;5218,75;1449;9719,17;4889,59;1487,52;88,05;876,76;404,38;905,92;176,51;64,01
27.07.2023;14:00;47139,05;13705,14;7561,91;5177,07;1555,69;9795,81;5336,59;1461,9;87,94;857,52;388,11;916,08;135,9;64,45
27.07.2023;15:00;47401;13255,89;7288,39;5192,94;1633,35;9820,02;6284,29;1400,47;95,07;858,94;397,12;917,52;97,42;64,64
27.07.2023;16:00;47909,31;12983,73;7701,09;5211,9;1713,82;9744,28;6757,94;1252,55;91,97;861,54;398,71;915,5;122,1;59,24
27.07.2023;17:00;48113,42;12978,84;8494,38;5243,12;1732,11;9773,05;6285,35;974,94;93,77;884,8;396,37;900,54;203,21;58
27.07.2023;18:00;47530,21;13483,54;8023,93;5302,64;1758,98;9838,17;5962,8;441,35;95,09;904,43;397,28;918,37;248,24;58,24
27.07.2023;19:00;47814,9;14186,88;8227,69;5308,98;1851,84;9855,42;5517,7;55,65;95,77;920,63;401,16;951,84;288,04;58,36
27.07.2023;20:00;48810,81;13977,09;9917,39;5274,17;1890,27;9835,08;5089,51;0;96,17;947,04;399,24;954,88;274,93;60,1
27.07.2023;21:00;48024,97;13724,86;9461,89;5176,95;1919,82;9798,99;5069,18;0;95,57;969,19;407,72;934,34;307,71;61,6
27.07.2023;22:00;46865,84;12240,91;9518,26;5230,78;1833,4;9857,82;5136,61;0;94,78;1005,3;400,72;959,99;430,6;61,73
27.07.2023;23:00;44609,52;11271,72;8806,03;5118,6;1767,17;9860,2;5181,25;0;94,59;1017,07;393,09;943,55;0;61,31
28.07.2023;00:00;43326,97;11304,75;7236,81;5174,19;1568,46;9769,55;5103,97;0;94,19;1050,32;407,64;941,29;518,29;62,57
28.07.2023;01:00;41520,74;11319;5909,59;5146,35;1466,93;9481,8;5048,73;0;100,15;1064,1;407,82;931,38;489,95;60
28.07.2023;02:00;40131,73;10452,26;5349,43;5159,71;1546,55;9310,32;5180,87;0;94,15;1068,21;405,12;962,33;442,31;63,32
28.07.2023;03:00;38811,86;9603,67;4716,29;5126,09;1524,97;9280,85;5432,49;0;94,26;1074,21;402,98;959,86;436,03;65,22
28.07.2023;04:00;38051,78;9181,9;4176,88;5168,84;1430,08;9311,61;5634,78;0,64;94,45;1077,48;409,76;951,48;450,6;66,13
28.07.2023;05:00;37116,83;9113,37;3437,11;5187,57;1338,87;9317,33;5572,4;9,54;93,46;1089,54;519,85;952,64;324,1;66,11
28.07.2023;06:00;36186,78;8955,73;2609,05;5211,66;1337,4;9303,72;5456,85;144,17;91,86;1091,23;554,82;941,88;328,42;65,05
28.07.2023;07:00;36961,55;9434,41;3274,64;5224,61;1364,26;8929,18;4898,38;696;89,35;1081,53;560,71;916,62;332,8;64,12
28.07.2023;08:00;41027,16;11791,62;4251,78;5263,6;1499,49;9211,08;4708,05;972,35;85,86;1064,1;562,49;924,91;534,17;60,51
28.07.2023;09:00;42671,24;12796,35;5068,5;5320,5;1569,47;9283,77;4398,48;1067,07;85,26;1031,65;552,47;941,68;408,88;52,22
28.07.2023;10:00;42499,78;12132,38;5501,36;5276,83;1645,34;9246,49;4160,02;1454,74;84,06;1013,11;555,06;943,48;341;50,97
28.07.2023;11:00;42781,86;12077,1;5934,99;5266,7;1675,89;9253,17;3992,25;1508,13;86,14;973,93;564,17;963,5;337,2;51,54
28.07.2023;12:00;41057,13;11052,88;6205,01;5209,11;1625,43;8611,46;3829,5;1513,82;86,14;950,84;558,7;977,63;297,96;54,75
28.07.2023;13:00;40438,87;10900,92;6041,02;5113,02;1613,56;8523,77;3793,76;1502,58;85,54;934,12;553,29;976,08;340,23;60,98
28.07.2023;14:00;43440,43;12426,14;6716,58;5105,41;1683,65;9218,59;3817,49;1476,21;86,11;920,02;551,57;969,97;373,59;59,78
28.07.2023;15:00;45099,87;13325,4;6825,8;5116,47;1813,38;9774,84;3843,65;1422,12;87,33;914;557,03;962,51;336,85;58,67
28.07.2023;16:00;46232,97;13804,55;7425,44;5128,65;1816,78;9742,98;3962,3;1325,66;87,83;913,31;545,44;971,38;357,5;58,42
28.07.2023;17:00;46683,23;13910,45;7746,91;5155,43;1808,02;9786,94;4188,74;1114,91;91,73;908,74;549,86;979,57;286,28;60,71
28.07.2023;18:00;46723,41;14020,39;7943,25;5157,7;1896,03;9798,07;4282,15;547,36;94,17;910,07;562,16;981,55;370,18;65,39
28.07.2023;19:00;47257,22;13626,93;9303,11;5089,24;2064,38;9814,93;4172,13;72,62;94,76;928,96;552,56;1002,35;372,22;65,88
28.07.2023;20:00;48389,99;13342,39;10688,14;5063,17;2107,28;9842,66;4130,99;0,14;95,56;966,34;547,38;982,26;457,8;68,73
28.07.2023;21:00;47972,6;13022,72;10546,7;5044,52;2143,83;9853,18;4153,15;0;95,56;1005,89;554,43;982,88;403,86;68,73
28.07.2023;22:00;46883,09;13053,62;9600,03;5084,98;1931,75;9849,06;4095,81;0;94,96;1021,36;551,08;981,91;454,5;66,88
28.07.2023;23:00;44615,74;12372,05;8856,97;4803,63;1837,24;9853,82;4075,14;0;94,76;1037,44;540,67;983,72;0;65,36
29.07.2023;00:00;42837,53;11711,31;7739,64;5140,68;1870,26;9311,52;3769,6;0;95,25;1059,81;556,58;997,69;419,76;68,28
29.07.2023;01:00;40935,39;11194,92;6660,95;5004,67;1896,56;9311,45;3572,42;0;95,05;1079,22;556,8;1000,64;399,55;68,22
29.07.2023;02:00;39505,42;10716,84;5737,91;5035,46;1688,97;9311,16;3701,75;0;95,35;1104,9;557,93;992,6;397,32;70,29
29.07.2023;03:00;38325,71;10118,48;5031,95;4992,27;1561,78;9305,94;3971,07;0;94,85;1115,3;557,94;989,04;418,82;71,12
29.07.2023;04:00;37610,59;9632,89;4686,5;5022,19;1469,54;9296,06;4123,66;0,68;94,85;1132,31;554,83;983,91;444,15;71,87
29.07.2023;05:00;36330,6;9057,06;4052,47;4985,79;1393,37;9307,8;4166,26;12,75;93,57;1138,62;551,46;986,51;420,22;69,78
29.07.2023;06:00;34582,9;8646,24;2738,87;4896,84;1403,36;9281,46;4063,09;216,41;92,87;1147,44;539,48;975,61;416,39;69,9
29.07.2023;07:00;34803,51;8108,06;2984,1;4969,9;1409,03;9226,45;3924,11;877,68;89,77;1121,99;540,82;961,75;426,31;68,6
29.07.2023;08:00;37060,97;8523,83;4437,58;4944,21;1642,98;9229,42;3618;1322,7;87,96;1102;549,78;971,82;468,83;66,92
29.07.2023;09:00;38391,58;8530,06;5659,43;4947,66;1652,34;9226,38;3688,82;1428,48;84,95;1066,81;548,97;964,02;432,01;64,5
29.07.2023;10:00;38768,48;8325,73;5880,92;5034,52;1632,62;9226,42;3944,11;1487,88;84,64;1040,55;550,04;960,21;437,1;68,8
29.07.2023;11:00;39114,06;7748,91;6658,51;5163,41;1581,39;9162,86;4130,51;1512,15;83,81;992,66;556,25;948,64;410,45;69,57
29.07.2023;12:00;38357,55;6803;6826,08;5163,49;1551,9;9092,11;4138,38;1513,41;83,62;960,51;550,34;978,44;534,51;66,82
29.07.2023;13:00;39085,17;7094,19;7177,46;5125,86;1489,27;9092,1;4264,55;1510,74;83,71;935,54;546,28;972,58;627,85;67,89
29.07.2023;14:00;39894,24;7754,89;7319,28;5097,85;1432,05;9145,22;4303,09;1485,79;85,31;917,18;542,85;964,62;680,34;70,83
29.07.2023;15:00;41030,94;8322;7144,59;4936,28;1481,11;9666,43;4673,63;1420,38;85,91;907,51;551,85;979,73;696,71;69,87
29.07.2023;16:00;41819,92;8645,56;7215,27;5006,83;1439,3;9704,24;5159,45;1328,72;86,92;896,02;536,48;964,5;674,22;67,47
29.07.2023;17:00;42985,93;9442;7329,11;5046,74;1498,56;9707,68;5683,41;1136,83;90,51;895,06;534,24;958,33;493,3;73,01
29.07.2023;18:00;44337,08;10187,87;8153,39;5077,46;1899,29;9711,91;5859,89;562,84;94,31;904,25;542,01;943,45;237,19;70,49
29.07.2023;19:00;45429,83;10232,47;9505,71;5061,51;1946,4;9690,84;6035,68;73,34;95,95;922,26;519,89;954,64;224,91;69,08
29.07.2023;20:00;46563,17;9774,54;10306,6;5090,01;2170,95;9811,28;6515,39;0,21;96,87;955,29;547,75;959,09;174,19;66,06
29.07.2023;21:00;46181,46;10081,57;9398,68;5101,35;2023,66;9845,53;6704,62;0;96,18;994,4;549,89;1006,44;214,27;67,72
29.07.2023;22:00;44245,56;9343,12;9237,52;5129,85;1786,04;9273,06;6228,38;0;99,07;1021,27;546,08;1002,54;415,55;68,14
29.07.2023;23:00;42050,63;8697,22;8444,91;4957,88;1877,44;9284,52;5974,33;0;97,05;1025,93;537,59;986,07;0;70,54
30.07.2023;00:00;40160,65;7910,18;7428,66;4952,55;1770,81;9192,17;5619,45;0;96,66;1057,58;547,61;985,76;435,37;68,91
30.07.2023;01:00;38470,06;7473,44;6280,87;4981,49;1663,62;9217,57;5579,02;0;95,76;1083,16;544,62;992,52;391,86;68,98
30.07.2023;02:00;36994,06;6219,19;5928,11;5071,92;1650,17;9220,81;5553,28;0;95,96;1098,41;549,53;998,03;444,35;67,15
30.07.2023;03:00;36062,55;5651,94;5549,63;5027,35;1538,75;9232,02;5506,23;0;96,16;1113,85;548,08;980,26;652,06;71,28
30.07.2023;04:00;35087,67;5230,13;4864,72;4970,05;1549,62;9170,22;5678,41;0,71;96,15;1120,97;546,5;989,06;700,24;73,74
30.07.2023;05:00;33682,17;4572,43;3980,31;5038,74;1565,27;9175,96;5764,66;11,96;94,87;1121,86;548,61;986,02;653,6;72,94
30.07.2023;06:00;32252,94;4010,3;3064,82;5033,7;1611,58;9166,3;5711,1;220,86;92,97;1127,54;550,9;977,85;518,05;69,82
30.07.2023;07:00;31502,91;2796,31;3619,36;5046,1;1421,82;8953,85;5541,29;872,95;89,23;1112,92;515,75;978,35;392,69;67,35
30.07.2023;08:00;31138,97;2809,49;4210,32;5034,65;1443,93;7596,18;5357,97;1349,25;93,33;1085,85;509,9;975,39;507,89;69,88
30.07.2023;09:00;31390,68;2928,71;4916,97;4991,81;1374,28;7006,03;5141,33;1470,06;84,74;1052,11;511,53;966,08;780,41;71,68
30.07.2023;10:00;31699,55;2800,38;5502,53;4941,96;1376,85;7095,28;4889,06;1519,57;83,75;1019,94;514,51;973,95;819,05;67,78
30.07.2023;11:00;31709,25;2559;6024,32;4955,95;1351,37;6993,45;4818,93;1538,19;82,55;978,88;498,44;979,21;761,13;70,68
30.07.2023;12:00;31850,94;2709,23;6517,13;4936,1;1377,01;6364,11;4966,53;1545,76;82,95;953,99;514;968,44;750,16;70,59
30.07.2023;13:00;32580,33;2769,27;7117,98;4911,88;1299,77;6311,14;5238,61;1537,17;83,02;928,02;503,56;928,56;782,11;72,09
30.07.2023;14:00;33324,78;2872,47;7190,41;4892,74;1261,65;6695,38;5470,33;1509,3;85,13;911,51;496,31;947,62;823,67;73,32
30.07.2023;15:00;34466,35;2880,13;7251,92;4942,43;1262,37;7306,32;5973,01;1452,33;87,73;894,31;507,99;951,1;790,2;69,36
30.07.2023;16:00;35959,16;3385,45;7113,59;4929,49;1240,64;8603,59;5946,29;1350,83;89,13;884,57;510,91;974,39;774,88;60,46
30.07.2023;17:00;37758,5;4677,13;7328,63;4945,87;1375;9094,85;5872,9;1147;92,97;879,22;549,51;959,82;674,32;66,34
30.07.2023;18:00;39705,63;6775,99;7125,35;4994,26;1771,38;9139,77;6169,81;562,04;96,58;881,39;550,97;968,54;503,48;68,92
30.07.2023;19:00;41097,6;7852,2;7742,83;5046,4;2000,54;9055,02;6180,4;61,65;97,18;902,22;550,51;985,97;457,44;70,3
30.07.2023;20:00;43129,86;8486,36;8901,86;5119,82;2068,42;9125,6;6314,02;0,03;97,58;938,83;555,39;993,41;361,6;69,79
30.07.2023;21:00;42843,48;8440,49;8799,78;5120,61;2007,18;9136,85;6177,91;0;97,86;988,51;572;991,4;348,53;65,21
30.07.2023;22:00;41964,14;8310,68;8568,21;5130,99;1762,58;9292,44;5659,42;0;98,67;1009,68;568,09;978,11;423,4;66,93
30.07.2023;23:00;40635,83;8466,63;7908,01;4967,37;1639,69;9881,51;4991,41;0;98,54;1030,31;544,11;942,72;0;68,38
31.07.2023;00:00;39807,83;8646,99;7314,81;4939,3;1449,71;9907,34;4310,49;0;98,85;1052,25;558,89;940,43;426,39;67,44
31.07.2023;01:00;37407,48;8766,51;6026,16;4924,74;1349,77;9316,07;3759,65;0;98,56;1041,63;547,61;943,76;466,94;68,93
31.07.2023;02:00;36191,28;8848,3;4757,35;5007,92;1234,02;9343,67;3527;0;98,06;1063,61;560,15;973,34;614,67;68,25
